InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country,Invoice_Date,day,month,year,hour
546375,85096,,48,0,,United Kingdom,3/11/2011 12:07,11,3,2011,12
546379,72225C,,-82,0,,United Kingdom,3/11/2011 12:21,11,3,2011,12
546406,46000S,POLYESTER FILLER PAD 40x40cm,70,0,,United Kingdom,3/11/2011 16:21,11,3,2011,16
546406,46000M,POLYESTER FILLER PAD 45x45cm,60,0,,United Kingdom,3/11/2011 16:21,11,3,2011,16
546407,22719,wrong barcode (22467),-178,0,,United Kingdom,3/11/2011 16:24,11,3,2011,16
546408,22467,wrongly sold (22719) barcode,170,0,,United Kingdom,3/11/2011 16:25,11,3,2011,16
546409,21833,damages,-110,0,,United Kingdom,3/11/2011 16:27,11,3,2011,16
546551,84563A,,-10,0,,United Kingdom,3/14/2011 17:33,14,3,2011,17
546661,22777,,-25,0,,United Kingdom,3/15/2011 14:33,15,3,2011,14
546666,79321,,72,0,,United Kingdom,3/15/2011 15:14,15,3,2011,15
546672,85206A,,-77,0,,United Kingdom,3/15/2011 15:47,15,3,2011,15
546673,23348,,48,0,,United Kingdom,3/15/2011 16:11,15,3,2011,16
546756,79067,,-5,0,,United Kingdom,3/16/2011 13:31,16,3,2011,13
546933,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,85099B,JUMBO BAG RED RETROSPOT,2,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,48184,DOORMAT ENGLISH ROSE ,2,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22692,DOORMAT WELCOME TO OUR HOME,1,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22683,FRENCH BLUE METAL DOOR SIGN 8,2,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22686,FRENCH BLUE METAL DOOR SIGN No,3,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22681,FRENCH BLUE METAL DOOR SIGN 6,7,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22682,FRENCH BLUE METAL DOOR SIGN 7,3,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22685,FRENCH BLUE METAL DOOR SIGN 0,1,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22680,FRENCH BLUE METAL DOOR SIGN 5,3,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22684,FRENCH BLUE METAL DOOR SIGN 9,3,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22678,FRENCH BLUE METAL DOOR SIGN 3,3,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22679,FRENCH BLUE METAL DOOR SIGN 4,4,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22676,FRENCH BLUE METAL DOOR SIGN 1,3,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22666,RECIPE BOX PANTRY YELLOW DESIGN,9,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22627,MINT KITCHEN SCALES,1,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22626,BLACK KITCHEN SCALES,1,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22625,RED KITCHEN SCALES,3,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22623,BOX OF VINTAGE JIGSAW BLOCKS ,1,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22521,CHILDS GARDEN TROWEL PINK,1,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22430,ENAMEL WATERING CAN CREAM,3,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22374,AIRLINE BAG VINTAGE JET SET RED,1,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22366,DOORMAT AIRMAIL ,1,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22364,GLASS JAR DIGESTIVE BISCUITS,2,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22631,CIRCUS PARADE LUNCH BOX ,3,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,21556,CERAMIC STRAWBERRY MONEY BOX,2,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
546933,20719,WOODLAND CHARLOTTE BAG,1,0,,United Kingdom,3/18/2011 11:02,18,3,2011,11
547328,22272,,45,0,,United Kingdom,3/22/2011 11:37,22,3,2011,11
547329,20681,,-1,0,,United Kingdom,3/22/2011 11:38,22,3,2011,11
547330,21894,,-40,0,,United Kingdom,3/22/2011 11:40,22,3,2011,11
547331,17013D,,-20,0,,United Kingdom,3/22/2011 11:41,22,3,2011,11
547332,21613,,-47,0,,United Kingdom,3/22/2011 11:42,22,3,2011,11
547333,22791,,-70,0,,United Kingdom,3/22/2011 11:43,22,3,2011,11
547335,20934,,-15,0,,United Kingdom,3/22/2011 11:44,22,3,2011,11
547336,21689,wrong barcode,-323,0,,United Kingdom,3/22/2011 11:45,22,3,2011,11
547337,85025C,barcode problem,-230,0,,United Kingdom,3/22/2011 11:47,22,3,2011,11
547338,22245,,-110,0,,United Kingdom,3/22/2011 11:49,22,3,2011,11
547339,84406B,?,-450,0,,United Kingdom,3/22/2011 11:51,22,3,2011,11
547341,85049D,,-20,0,,United Kingdom,3/22/2011 11:53,22,3,2011,11
547343,77101A,,4,0,,United Kingdom,3/22/2011 11:54,22,3,2011,11
547344,22838,,5,0,,United Kingdom,3/22/2011 11:55,22,3,2011,11
547345,22838,,-10,0,,United Kingdom,3/22/2011 11:55,22,3,2011,11
547346,21000,,-41,0,,United Kingdom,3/22/2011 11:56,22,3,2011,11
547347,22470,,-6,0,,United Kingdom,3/22/2011 11:56,22,3,2011,11
547348,85206A,,4,0,,United Kingdom,3/22/2011 11:57,22,3,2011,11
547363,22459,?lost,-232,0,,United Kingdom,3/22/2011 12:33,22,3,2011,12
547369,21898,,-83,0,,United Kingdom,3/22/2011 13:24,22,3,2011,13
547394,71477,,1,0,,United Kingdom,3/22/2011 16:38,22,3,2011,16
547395,84977,,1,0,,United Kingdom,3/22/2011 16:38,22,3,2011,16
547396,79321,CHILLI LIGHTS,1,0,,United Kingdom,3/22/2011 16:54,22,3,2011,16
547402,85028L,,12,0,,United Kingdom,3/22/2011 17:04,22,3,2011,17
547403,85028L,,-2,0,,United Kingdom,3/22/2011 17:05,22,3,2011,17
547404,85028S,,24,0,,United Kingdom,3/22/2011 17:05,22,3,2011,17
547417,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,36,0,13239,United Kingdom,3/23/2011 10:25,23,3,2011,10
547487,84596E,,-153,0,,United Kingdom,3/23/2011 11:29,23,3,2011,11
547505,22198,,-9,0,,United Kingdom,3/23/2011 13:36,23,3,2011,13
547506,21538,,-2,0,,United Kingdom,3/23/2011 13:38,23,3,2011,13
547522,21717,,5,0,,United Kingdom,3/23/2011 15:02,23,3,2011,15
547523,85197,,5,0,,United Kingdom,3/23/2011 15:03,23,3,2011,15
547524,22451,,4,0,,United Kingdom,3/23/2011 15:03,23,3,2011,15
547525,21258,,3,0,,United Kingdom,3/23/2011 15:04,23,3,2011,15
547526,22627,,3,0,,United Kingdom,3/23/2011 15:04,23,3,2011,15
547527,21826,,2,0,,United Kingdom,3/23/2011 15:04,23,3,2011,15
547528,84840,,2,0,,United Kingdom,3/23/2011 15:05,23,3,2011,15
547529,21841,,1,0,,United Kingdom,3/23/2011 15:05,23,3,2011,15
547530,22764,,3,0,,United Kingdom,3/23/2011 15:05,23,3,2011,15
547531,82605,,1,0,,United Kingdom,3/23/2011 15:06,23,3,2011,15
547532,84227,,1,0,,United Kingdom,3/23/2011 15:06,23,3,2011,15
547533,84968B,,2,0,,United Kingdom,3/23/2011 15:06,23,3,2011,15
547534,90084,,1,0,,United Kingdom,3/23/2011 15:06,23,3,2011,15
547536,90005A,,1,0,,United Kingdom,3/23/2011 15:07,23,3,2011,15
547557,22866,,2,0,,United Kingdom,3/23/2011 16:53,23,3,2011,16
547559,72759,thrown away-can't sell.,-524,0,,United Kingdom,3/23/2011 17:27,23,3,2011,17
547560,72732,thrown away-can't sell,-2472,0,,United Kingdom,3/23/2011 17:28,23,3,2011,17
547575,85025C,,144,0,,United Kingdom,3/24/2011 10:18,24,3,2011,10
547593,20785,,-2,0,,United Kingdom,3/24/2011 11:18,24,3,2011,11
547595,82483,,-12,0,,United Kingdom,3/24/2011 11:20,24,3,2011,11
547596,84306,,-5,0,,United Kingdom,3/24/2011 11:20,24,3,2011,11
547597,17011F,,-18,0,,United Kingdom,3/24/2011 11:21,24,3,2011,11
547598,21332,,-25,0,,United Kingdom,3/24/2011 11:24,24,3,2011,11
547599,21361,,-10,0,,United Kingdom,3/24/2011 11:24,24,3,2011,11
547606,22173,,-22,0,,United Kingdom,3/24/2011 11:26,24,3,2011,11
547611,84631,,-9,0,,United Kingdom,3/24/2011 11:26,24,3,2011,11
547618,21547,,-12,0,,United Kingdom,3/24/2011 11:28,24,3,2011,11
547626,20973,,60,0,,United Kingdom,3/24/2011 11:30,24,3,2011,11
547646,84849D,,-80,0,,United Kingdom,3/24/2011 11:42,24,3,2011,11
547673,47593A,found,13,0,,United Kingdom,3/24/2011 13:57,24,3,2011,13
547696,35809B,,12,0,,United Kingdom,3/24/2011 16:07,24,3,2011,16
547699,21143,,-32,0,,United Kingdom,3/24/2011 16:38,24,3,2011,16
547700,21147,,-105,0,,United Kingdom,3/24/2011 16:39,24,3,2011,16
547701,84559D,,-7,0,,United Kingdom,3/24/2011 16:42,24,3,2011,16
547704,21621,rcvd be air temp fix for dotcom sit,100,0,,United Kingdom,3/24/2011 17:51,24,3,2011,17
547813,84840,,1,0,,United Kingdom,3/25/2011 14:11,25,3,2011,14
547827,22444,,82,0,,United Kingdom,3/25/2011 15:10,25,3,2011,15
547916,22459,,-36,0,,United Kingdom,3/28/2011 12:46,28,3,2011,12
547917,21898,,6,0,,United Kingdom,3/28/2011 12:46,28,3,2011,12
547927,37444C,,5,0,,United Kingdom,3/28/2011 13:59,28,3,2011,13
547928,37444B,,1,0,,United Kingdom,3/28/2011 14:00,28,3,2011,14
547929,21393,,3,0,,United Kingdom,3/28/2011 14:00,28,3,2011,14
547932,85197,,24,0,,United Kingdom,3/28/2011 14:01,28,3,2011,14
547933,21445,,1,0,,United Kingdom,3/28/2011 14:02,28,3,2011,14
547943,21357,,1,0,,United Kingdom,3/28/2011 14:58,28,3,2011,14
547948,71038,,167,0,,United Kingdom,3/28/2011 15:06,28,3,2011,15
547950,35241,damages?,-40,0,,United Kingdom,3/28/2011 15:11,28,3,2011,15
547957,20713,,32,0,,United Kingdom,3/28/2011 15:16,28,3,2011,15
547959,20713,,23,0,,United Kingdom,3/28/2011 15:19,28,3,2011,15
547966,DOT,,1000,0,,United Kingdom,3/28/2011 15:49,28,3,2011,15
547989,21621,re dotcom quick fix.,-100,0,,United Kingdom,3/29/2011 9:36,29,3,2011,9
547994,21228,,-7,0,,United Kingdom,3/29/2011 10:18,29,3,2011,10
547995,35823P,,-12,0,,United Kingdom,3/29/2011 10:20,29,3,2011,10
547996,84534B,,-10,0,,United Kingdom,3/29/2011 10:22,29,3,2011,10
547997,20857,,-34,0,,United Kingdom,3/29/2011 10:22,29,3,2011,10
547998,20854,,-2,0,,United Kingdom,3/29/2011 10:23,29,3,2011,10
547999,20860,,-7,0,,United Kingdom,3/29/2011 10:24,29,3,2011,10
548000,85224,,-7,0,,United Kingdom,3/29/2011 10:24,29,3,2011,10
548001,22451,,11,0,,United Kingdom,3/29/2011 10:26,29,3,2011,10
548002,21051,,-25,0,,United Kingdom,3/29/2011 10:27,29,3,2011,10
548008,21190,,-80,0,,United Kingdom,3/29/2011 10:52,29,3,2011,10
548069,20713,,-22,0,,United Kingdom,3/29/2011 12:10,29,3,2011,12
548095,20850,,-3,0,,United Kingdom,3/29/2011 12:17,29,3,2011,12
548098,21283,,-15,0,,United Kingdom,3/29/2011 12:17,29,3,2011,12
548104,84854,,-3,0,,United Kingdom,3/29/2011 12:18,29,3,2011,12
548110,21911,,-27,0,,United Kingdom,3/29/2011 12:20,29,3,2011,12
548149,72821,,-2,0,,United Kingdom,3/29/2011 12:36,29,3,2011,12
548161,20734,,2,0,,United Kingdom,3/29/2011 13:40,29,3,2011,13
548173,85067,,-3,0,,United Kingdom,3/29/2011 14:17,29,3,2011,14
548175,46115B,,-2,0,,United Kingdom,3/29/2011 14:19,29,3,2011,14
548195,79321,,27,0,,United Kingdom,3/29/2011 15:36,29,3,2011,15
548205,21614,,48,0,,United Kingdom,3/29/2011 16:51,29,3,2011,16
548206,22469,,-53,0,,United Kingdom,3/29/2011 16:56,29,3,2011,16
548207,20713,,25,0,,United Kingdom,3/29/2011 17:11,29,3,2011,17
548209,21621,,-30,0,,United Kingdom,3/29/2011 17:21,29,3,2011,17
548220,79321,,14,0,,United Kingdom,3/30/2011 9:47,30,3,2011,9
548221,85049B,,1,0,,United Kingdom,3/30/2011 9:47,30,3,2011,9
548224,47593A,,2,0,,United Kingdom,3/30/2011 10:23,30,3,2011,10
548227,90099,,-19,0,,United Kingdom,3/30/2011 10:24,30,3,2011,10
548261,90104,,2,0,,United Kingdom,3/30/2011 11:19,30,3,2011,11
548269,22036,,-45,0,,United Kingdom,3/30/2011 11:35,30,3,2011,11
548286,10002,,180,0,,United Kingdom,3/30/2011 11:47,30,3,2011,11
548318,22055,MINI CAKE STAND  HANGING STRAWBERY,5,0,13113,United Kingdom,3/30/2011 12:45,30,3,2011,12
548328,21527,,-21,0,,United Kingdom,3/30/2011 13:11,30,3,2011,13
548339,21827,,-42,0,,United Kingdom,3/30/2011 14:08,30,3,2011,14
548364,21095,,53,0,,United Kingdom,3/30/2011 15:49,30,3,2011,15
548365,79172D,,-7,0,,United Kingdom,3/30/2011 15:49,30,3,2011,15
548366,84678,,-33,0,,United Kingdom,3/30/2011 15:50,30,3,2011,15
548369,84683,,-6,0,,United Kingdom,3/30/2011 16:00,30,3,2011,16
548376,22533,,-80,0,,United Kingdom,3/30/2011 16:39,30,3,2011,16
548377,85016,,-46,0,,United Kingdom,3/30/2011 16:40,30,3,2011,16
548378,22052,,-75,0,,United Kingdom,3/30/2011 16:41,30,3,2011,16
548379,20702,,11,0,,United Kingdom,3/30/2011 16:41,30,3,2011,16
548380,22127,Dotcom sold in 6's,-60,0,,United Kingdom,3/30/2011 16:44,30,3,2011,16
548381,22127,sold in set?,-690,0,,United Kingdom,3/30/2011 16:45,30,3,2011,16
548382,84898F,,-2,0,,United Kingdom,3/30/2011 16:46,30,3,2011,16
548383,84906,,5,0,,United Kingdom,3/30/2011 16:46,30,3,2011,16
548385,22168,,-19,0,,United Kingdom,3/30/2011 16:47,30,3,2011,16
548394,82494L,cracked,-39,0,,United Kingdom,3/30/2011 17:18,30,3,2011,17
548395,22194,,-9,0,,United Kingdom,3/30/2011 17:20,30,3,2011,17
548396,22719,sold as 22467,-25,0,,United Kingdom,3/30/2011 17:21,30,3,2011,17
548397,21195,,-30,0,,United Kingdom,3/30/2011 17:23,30,3,2011,17
548398,22482,,-66,0,,United Kingdom,3/30/2011 17:24,30,3,2011,17
548399,15030,,150,0,,United Kingdom,3/30/2011 17:25,30,3,2011,17
548402,21040,,-5,0,,United Kingdom,3/31/2011 9:26,31,3,2011,9
548535,90010A,,25,0,,United Kingdom,3/31/2011 17:33,31,3,2011,17
548536,90010B,,-50,0,,United Kingdom,3/31/2011 17:34,31,3,2011,17
548537,90173,,-28,0,,United Kingdom,3/31/2011 17:35,31,3,2011,17
548538,90082B,,3,0,,United Kingdom,3/31/2011 17:36,31,3,2011,17
548539,90005A,,2,0,,United Kingdom,3/31/2011 17:37,31,3,2011,17
548540,90035A,,-9,0,,United Kingdom,3/31/2011 17:51,31,3,2011,17
548615,16010,,-7,0,,United Kingdom,4/1/2011 11:47,1,4,2011,11
548620,84313B,Damaged,-32,0,,United Kingdom,4/1/2011 11:53,1,4,2011,11
548637,84596E,,5,0,,United Kingdom,4/1/2011 12:32,1,4,2011,12
548638,21258,,4,0,,United Kingdom,4/1/2011 12:34,1,4,2011,12
548639,22627,,1,0,,United Kingdom,4/1/2011 12:34,1,4,2011,12
548646,21472,,-140,0,,United Kingdom,4/1/2011 13:15,1,4,2011,13
548662,82494L,,-180,0,,United Kingdom,4/1/2011 14:31,1,4,2011,14
548675,85185D,,-2,0,,United Kingdom,4/1/2011 16:39,1,4,2011,16
548676,72800F,,-5,0,,United Kingdom,4/1/2011 16:40,1,4,2011,16
548677,72781,,-30,0,,United Kingdom,4/1/2011 16:40,1,4,2011,16
548678,35015,,-9,0,,United Kingdom,4/1/2011 16:41,1,4,2011,16
548679,72793,,-3,0,,United Kingdom,4/1/2011 16:42,1,4,2011,16
548680,72800D,,-18,0,,United Kingdom,4/1/2011 16:43,1,4,2011,16
548681,72800D,,3,0,,United Kingdom,4/1/2011 16:43,1,4,2011,16
548682,72789,,-2,0,,United Kingdom,4/1/2011 16:44,1,4,2011,16
548683,72801G,,47,0,,United Kingdom,4/1/2011 16:45,1,4,2011,16
548684,72798C,,-2,0,,United Kingdom,4/1/2011 16:46,1,4,2011,16
548685,85018B,,-2,0,,United Kingdom,4/1/2011 16:47,1,4,2011,16
548693,22720,,-60,0,,United Kingdom,4/1/2011 17:25,1,4,2011,17
548694,22720,,10,0,,United Kingdom,4/1/2011 17:28,1,4,2011,17
548871,22162,HEART GARLAND RUSTIC PADDED,2,0,14410,United Kingdom,4/4/2011 14:42,4,4,2011,14
548886,85118,,-6,0,,United Kingdom,4/4/2011 15:23,4,4,2011,15
548887,35824B,,-8,0,,United Kingdom,4/4/2011 15:24,4,4,2011,15
548888,84726,,-14,0,,United Kingdom,4/4/2011 15:25,4,4,2011,15
548889,84875A,,-17,0,,United Kingdom,4/4/2011 15:26,4,4,2011,15
548890,84876C,,-19,0,,United Kingdom,4/4/2011 15:26,4,4,2011,15
548897,47570B,,-70,0,,United Kingdom,4/4/2011 16:22,4,4,2011,16
548980,22114,,-194,0,,United Kingdom,4/5/2011 12:21,5,4,2011,12
548986,21210,,-177,0,,United Kingdom,4/5/2011 12:46,5,4,2011,12
548989,72799F,,-46,0,,United Kingdom,4/5/2011 13:19,5,4,2011,13
548997,84507B,,20,0,,United Kingdom,4/5/2011 14:33,5,4,2011,14
548998,84741C,,8,0,,United Kingdom,4/5/2011 14:34,5,4,2011,14
548999,84743C,damages,-26,0,,United Kingdom,4/5/2011 14:34,5,4,2011,14
549000,35972,,-45,0,,United Kingdom,4/5/2011 14:35,5,4,2011,14
549001,84845D,,-5,0,,United Kingdom,4/5/2011 14:35,5,4,2011,14
549002,21278,,17,0,,United Kingdom,4/5/2011 14:36,5,4,2011,14
549003,21279,,14,0,,United Kingdom,4/5/2011 14:36,5,4,2011,14
549004,21274,,-3,0,,United Kingdom,4/5/2011 14:37,5,4,2011,14
549005,16020C,,-5,0,,United Kingdom,4/5/2011 14:37,5,4,2011,14
549006,84508B,,-23,0,,United Kingdom,4/5/2011 14:38,5,4,2011,14
549008,21281,,-31,0,,United Kingdom,4/5/2011 14:38,5,4,2011,14
549009,21474,,-8,0,,United Kingdom,4/5/2011 14:39,5,4,2011,14
549010,21684,,-62,0,,United Kingdom,4/5/2011 14:39,5,4,2011,14
549011,62096B,,-8,0,,United Kingdom,4/5/2011 14:41,5,4,2011,14
549028,84569A,,-18,0,,United Kingdom,4/5/2011 17:02,5,4,2011,17
549029,84569B,,-17,0,,United Kingdom,4/5/2011 17:03,5,4,2011,17
549030,84520B,,-61,0,,United Kingdom,4/5/2011 17:03,5,4,2011,17
549031,10134,,-19,0,,United Kingdom,4/5/2011 17:04,5,4,2011,17
549032,20778,,-6,0,,United Kingdom,4/5/2011 17:06,5,4,2011,17
549033,16254,,-5,0,,United Kingdom,4/5/2011 17:08,5,4,2011,17
549034,16248B,,2,0,,United Kingdom,4/5/2011 17:08,5,4,2011,17
549035,72051S,,-15,0,,United Kingdom,4/5/2011 17:09,5,4,2011,17
549036,84993B,,-54,0,,United Kingdom,4/5/2011 17:09,5,4,2011,17
549037,84569C,,-37,0,,United Kingdom,4/5/2011 17:09,5,4,2011,17
549038,84569D,,-70,0,,United Kingdom,4/5/2011 17:10,5,4,2011,17
549042,21681,,-2,0,,United Kingdom,4/5/2011 17:24,5,4,2011,17
549043,84990,,-24,0,,United Kingdom,4/5/2011 17:26,5,4,2011,17
549100,21484,CHICK GREY HOT WATER BOTTLE,1,0,,United Kingdom,4/6/2011 11:14,6,4,2011,11
549103,82494L,,167,0,,United Kingdom,4/6/2011 11:39,6,4,2011,11
549132,20756,,-70,0,,United Kingdom,4/6/2011 15:22,6,4,2011,15
549133,20759,,-52,0,,United Kingdom,4/6/2011 15:22,6,4,2011,15
549134,20758,,-54,0,,United Kingdom,4/6/2011 15:22,6,4,2011,15
549135,20760,,31,0,,United Kingdom,4/6/2011 15:23,6,4,2011,15
549136,21414,,-3,0,,United Kingdom,4/6/2011 15:23,6,4,2011,15
549137,84459B,,-7,0,,United Kingdom,4/6/2011 15:24,6,4,2011,15
549138,22988,,12,0,,United Kingdom,4/6/2011 15:25,6,4,2011,15
549139,22988,,-91,0,,United Kingdom,4/6/2011 15:26,6,4,2011,15
549140,35819B,,7,0,,United Kingdom,4/6/2011 15:26,6,4,2011,15
549141,35819B,,70,0,,United Kingdom,4/6/2011 15:26,6,4,2011,15
549142,35650,,-24,0,,United Kingdom,4/6/2011 15:26,6,4,2011,15
549143,84597C,,-17,0,,United Kingdom,4/6/2011 15:27,6,4,2011,15
549144,21416,,-14,0,,United Kingdom,4/6/2011 15:28,6,4,2011,15
549145,21421,,26,0,,United Kingdom,4/6/2011 15:28,6,4,2011,15
549146,85017A,,-10,0,,United Kingdom,4/6/2011 15:29,6,4,2011,15
549147,20773,,-4,0,,United Kingdom,4/6/2011 15:30,6,4,2011,15
549149,35649,,-43,0,,United Kingdom,4/6/2011 15:31,6,4,2011,15
549150,79336,,-47,0,,United Kingdom,4/6/2011 15:32,6,4,2011,15
549151,21664,,20,0,,United Kingdom,4/6/2011 15:33,6,4,2011,15
549156,17013D,,-9,0,,United Kingdom,4/6/2011 17:11,6,4,2011,17
549157,21511,,-9,0,,United Kingdom,4/6/2011 17:13,6,4,2011,17
549158,21910,,-1,0,,United Kingdom,4/6/2011 17:13,6,4,2011,17
549159,22052,,-25,0,,United Kingdom,4/6/2011 17:14,6,4,2011,17
549160,81953P,,-7,0,,United Kingdom,4/6/2011 17:15,6,4,2011,17
549161,21518,,-31,0,,United Kingdom,4/6/2011 17:15,6,4,2011,17
549163,84247L,,8,0,,United Kingdom,4/6/2011 17:18,6,4,2011,17
549164,16169P,,-75,0,,United Kingdom,4/6/2011 17:20,6,4,2011,17
549165,35815P,,-63,0,,United Kingdom,4/6/2011 17:20,6,4,2011,17
549166,44265,,3,0,,United Kingdom,4/6/2011 17:21,6,4,2011,17
549167,84846A,,-8,0,,United Kingdom,4/6/2011 17:24,6,4,2011,17
549168,21161,,-10,0,,United Kingdom,4/6/2011 17:24,6,4,2011,17
549170,82545A,,-4,0,,United Kingdom,4/6/2011 17:25,6,4,2011,17
549171,84251F,,-2,0,,United Kingdom,4/6/2011 17:26,6,4,2011,17
549172,21637,,-139,0,,United Kingdom,4/6/2011 17:27,6,4,2011,17
549173,84218,,-2,0,,United Kingdom,4/6/2011 17:28,6,4,2011,17
549174,21160,,-7,0,,United Kingdom,4/6/2011 17:30,6,4,2011,17
549175,21171,,-30,0,,United Kingdom,4/6/2011 17:30,6,4,2011,17
549176,35603B,,-12,0,,United Kingdom,4/6/2011 17:31,6,4,2011,17
549177,20821,,9,0,,United Kingdom,4/6/2011 17:32,6,4,2011,17
549178,47502,,-19,0,,United Kingdom,4/6/2011 17:33,6,4,2011,17
549179,84007,,-3,0,,United Kingdom,4/6/2011 17:34,6,4,2011,17
549180,84522,,-30,0,,United Kingdom,4/6/2011 17:34,6,4,2011,17
549244,79331,,-3,0,,United Kingdom,4/7/2011 11:53,7,4,2011,11
549264,21337,,-21,0,,United Kingdom,4/7/2011 12:45,7,4,2011,12
549266,84593,,-5,0,,United Kingdom,4/7/2011 12:45,7,4,2011,12
549267,46037A,,-5,0,,United Kingdom,4/7/2011 12:46,7,4,2011,12
549268,84856S,,-7,0,,United Kingdom,4/7/2011 12:47,7,4,2011,12
549270,84856L,,-27,0,,United Kingdom,4/7/2011 12:48,7,4,2011,12
549271,62096B,,-2,0,,United Kingdom,4/7/2011 12:48,7,4,2011,12
549326,21738,,-5,0,,United Kingdom,4/8/2011 10:45,8,4,2011,10
549327,84912A,,70,0,,United Kingdom,4/8/2011 10:46,8,4,2011,10
549328,51008,,-110,0,,United Kingdom,4/8/2011 10:49,8,4,2011,10
549329,84989A,,-1,0,,United Kingdom,4/8/2011 10:49,8,4,2011,10
549330,84251J,,-28,0,,United Kingdom,4/8/2011 10:53,8,4,2011,10
549331,40018F,,-22,0,,United Kingdom,4/8/2011 10:54,8,4,2011,10
549332,84864A,,-2,0,,United Kingdom,4/8/2011 10:55,8,4,2011,10
549340,20774,,-11,0,,United Kingdom,4/8/2011 11:02,8,4,2011,11
549342,35818B,,-53,0,,United Kingdom,4/8/2011 11:06,8,4,2011,11
549343,72815,,-3,0,,United Kingdom,4/8/2011 11:07,8,4,2011,11
549344,21825,,-14,0,,United Kingdom,4/8/2011 11:08,8,4,2011,11
549345,20748,,12,0,,United Kingdom,4/8/2011 11:10,8,4,2011,11
549346,22033,,-50,0,,United Kingdom,4/8/2011 11:10,8,4,2011,11
549347,35914,,10,0,,United Kingdom,4/8/2011 11:11,8,4,2011,11
549348,84251B,,-60,0,,United Kingdom,4/8/2011 11:13,8,4,2011,11
549349,10123G,,-38,0,,United Kingdom,4/8/2011 11:13,8,4,2011,11
549350,84597B,,-13,0,,United Kingdom,4/8/2011 11:14,8,4,2011,11
549351,85006,,-21,0,,United Kingdom,4/8/2011 11:14,8,4,2011,11
549355,84899F,,-5,0,,United Kingdom,4/8/2011 11:21,8,4,2011,11
549371,84921,,-17,0,,United Kingdom,4/8/2011 11:27,8,4,2011,11
549373,85008,,-2,0,,United Kingdom,4/8/2011 11:28,8,4,2011,11
549374,20775,,-29,0,,United Kingdom,4/8/2011 11:29,8,4,2011,11
549375,20863,,-6,0,,United Kingdom,4/8/2011 11:29,8,4,2011,11
549376,17014A,,11,0,,United Kingdom,4/8/2011 11:29,8,4,2011,11
549426,22078,,-201,0,,United Kingdom,4/8/2011 11:55,8,4,2011,11
549427,22797,damages,-12,0,,United Kingdom,4/8/2011 11:56,8,4,2011,11
549453,84857C,,24,0,,United Kingdom,4/8/2011 14:18,8,4,2011,14
549454,84858C,,46,0,,United Kingdom,4/8/2011 14:18,8,4,2011,14
549455,84858C,,-10,0,,United Kingdom,4/8/2011 14:18,8,4,2011,14
549456,47341A,,-6,0,,United Kingdom,4/8/2011 14:19,8,4,2011,14
549457,47344B,,-16,0,,United Kingdom,4/8/2011 14:19,8,4,2011,14
549458,62097B,,-6,0,,United Kingdom,4/8/2011 14:19,8,4,2011,14
549459,62043B,,7,0,,United Kingdom,4/8/2011 14:20,8,4,2011,14
549460,20716,,-82,0,,United Kingdom,4/8/2011 14:20,8,4,2011,14
549461,20731,,-16,0,,United Kingdom,4/8/2011 14:20,8,4,2011,14
